uniqueid,deo,region,district,gender,age,income,person_of_worth,good_qualities,am_failure,do_well,little_pride,positive_attitude,satisfied_w_self,want_selfrespect,feel_useless,no_good_at_all
816,6,3,32,2,31,89,3,2,2,3,2,3,2,4,3,3
817,2,4,44,2,41,148,2,2,4,3,4,3,3,3,4,1
818,2,4,41,1,31,135,3,1,1,3,3,2,2,4,2,3
819,7,4,45,1,41,17,4,3,2,3,3,1,2,2,2,2
820,5,5,54,2,31,8,1,2,2,2,4,1,3,4,3,2
821,2,3,35,1,30,31,3,4,2,2,4,3,3,3,3,4
822,8,3,33,2,32,8,3,2,3,3,3,2,4,3,3,4
823,5,4,41,1,25,73,3,1,2,3,3,2,2,3,3,3
824,8,4,43,1,27,80,2,3,3,3,3,2,3,4,3,3
825,8,2,22,2,42,23,2,4,3,3,2,2,2,4,4,1
826,6,3,32,2,27,37,2,4,1,3,3,4,3,2,3,2
827,6,3,33,2,34,111,2,2,3,2,4,2,3,4,1,1
828,8,3,32,1,33,22,3,2,2,3,3,3,2,2,3,3
829,3,2,21,1,26,11,2,2,3,2,3,3,3,2,4,3
830,2,5,53,2,39,173,2,3,3,1,3,2,2,3,1,1
831,4,5,55,2,28,13,3,4,1,2,3,2,3,3,3,2
832,3,2,21,1,28,123,3,2,4,2,3,4,2,4,4,1
833,6,1,15,2,36,45,2,3,2,4,1,2,3,3,4,4
834,5,2,21,2,30,27,3,3,3,3,4,4,3,4,4,3
835,4,4,45,2,34,42,3,3,3,2,4,1,4,1,3,2
836,5,3,32,1,27,22,2,1,3,2,2,2,3,2,3,2
837,4,3,34,2,30,47,2,3,1,2,4,3,2,1,2,2
838,4,1,11,1,36,77,3,4,3,4,4,3,3,3,2,2
839,5,4,41,2,31,94,4,3,2,3,3,3,3,4,3,3
840,8,2,24,2,33,393,3,3,2,2,4,2,2,1,3,2
841,6,3,34,2,27,201,4,1,3,3,4,2,2,3,3,4
842,7,3,34,2,29,277,2,3,3,3,2,2,4,2,1,2
843,1,5,53,2,30,11,3,1,2,2,2,3,1,1,2,2
844,1,2,21,1,40,59,4,3,4,4,2,4,2,2,3,3
845,2,2,23,1,31,166,1,2,3,3,4,2,2,3,2,2
846,6,5,53,1,27,36,3,2,3,1,2,2,3,3,1,2
847,5,1,12,2,17,125,2,4,1,3,2,2,2,4,3,3
848,1,3,35,2,33,63,2,1,3,3,1,1,2,3,3,4
849,3,2,24,1,32,33,2,3,4,4,3,2,3,3,4,3
850,7,5,54,2,38,8,3,2,4,3,1,1,1,2,2,3
851,7,1,11,1,36,82,3,2,2,4,2,2,2,2,2,3
852,5,5,52,1,45,43,3,2,2,3,2,4,3,3,2,4
853,5,2,22,2,33,163,3,4,3,3,4,3,2,2,2,3
854,6,5,55,1,29,23,2,1,3,2,2,2,3,2,2,3
855,3,3,33,2,35,43,2,2,1,1,4,2,3,4,2,2
856,7,4,41,1,27,54,3,3,3,3,2,2,4,3,3,4
857,7,5,54,2,33,36,2,4,2,4,2,4,2,3,3,4
858,2,2,21,2,31,77,3,1,1,3,2,2,2,3,3,4
859,2,3,34,1,33,21,2,2,1,1,3,1,2,3,3,3
860,7,3,32,2,35,141,4,2,2,4,3,1,3,4,3,3
861,5,2,22,1,42,100,3,2,3,2,3,4,1,2,3,2
862,6,1,11,2,38,53,4,3,2,2,3,4,2,3,2,4
863,5,5,52,1,34,11,3,2,2,2,3,3,3,4,3,2
864,1,1,11,2,21,32,2,2,2,2,3,3,1,4,4,1
865,6,5,53,1,26,69,2,3,4,3,3,1,2,4,3,2
866,2,3,31,2,17,20,1,3,2,3,3,3,3,2,2,3
867,7,4,43,1,26,228,3,2,2,2,3,3,2,3,2,3
868,8,1,15,1,25,133,1,4,3,3,2,3,3,1,2,3
869,6,1,13,2,31,10,4,4,2,4,1,4,3,3,1,4
870,5,5,51,2,33,26,1,2,2,2,2,2,4,2,2,2
871,4,5,54,1,28,31,1,2,2,2,3,3,2,3,3,2
872,4,1,14,2,36,14,3,3,2,2,3,2,2,3,3,3
873,2,5,51,2,21,14,4,2,1,2,3,1,2,3,2,2
874,3,3,32,2,38,174,1,2,2,2,3,2,3,3,4,3
875,7,4,41,1,44,27,3,3,2,4,3,2,3,3,1,4
876,1,3,34,2,24,25,4,2,4,3,4,2,2,3,2,2
877,3,4,43,1,26,225,3,2,1,2,4,2,1,3,3,3
878,1,3,34,2,27,126,4,3,2,2,3,2,3,4,4,3
879,2,2,22,2,29,49,3,2,4,1,3,3,2,2,2,4
880,6,4,44,2,34,22,2,3,2,2,3,4,2,4,4,3
881,1,2,22,1,27,62,3,4,1,1,2,3,4,2,4,2
882,2,2,24,2,30,115,4,1,2,2,3,4,4,2,1,3
883,4,4,45,2,31,11,2,2,3,2,2,2,3,3,3,2
884,5,5,51,1,42,265,4,3,3,1,3,2,3,2,3,2
885,1,1,12,2,31,150,4,2,1,2,3,2,1,3,3,3
886,2,1,13,2,29,91,3,3,3,4,4,4,4,4,1,3
887,1,4,42,2,34,152,4,3,1,2,4,4,2,3,2,4
888,6,3,35,2,34,6,2,1,4,3,3,2,3,2,4,3
889,4,3,32,2,31,42,3,2,2,2,2,2,3,3,3,2
890,4,3,34,2,36,23,3,4,2,2,2,2,2,4,2,2
891,4,3,35,1,32,107,3,3,1,2,3,2,4,2,3,3
892,1,5,54,2,40,8,4,2,2,3,4,2,4,3,1,3
893,8,4,43,2,30,60,1,4,2,4,3,4,3,2,2,3
894,1,4,42,2,40,21,4,4,3,3,1,4,2,3,2,2
895,3,2,21,1,29,79,3,3,4,4,1,2,4,2,2,3
896,6,1,11,1,32,269,3,2,4,1,4,4,3,2,2,4
897,1,2,21,2,36,42,3,2,4,1,2,1,2,3,2,4
898,6,1,13,1,29,57,2,4,4,2,4,2,2,3,2,2
899,6,3,33,2,25,59,3,2,3,3,3,3,4,2,2,3
900,4,2,21,1,26,61,3,4,2,3,3,2,3,2,3,2
901,4,2,23,2,31,47,2,1,1,3,2,3,2,3,3,1
902,4,2,24,1,33,24,3,3,3,4,3,4,3,3,4,2
903,4,4,41,2,26,58,3,3,3,2,2,2,4,3,3,2
904,8,2,21,1,33,147,3,2,2,3,2,3,4,1,2,2
905,5,3,32,1,25,62,4,3,4,3,3,2,3,2,3,2
906,3,1,11,2,21,40,1,2,1,2,4,2,2,4,2,2
907,2,5,52,1,28,81,3,2,2,3,2,3,3,1,2,3
908,5,3,35,1,25,527,4,1,4,2,2,2,2,3,3,2
909,2,3,31,1,38,3,1,4,2,3,3,4,2,3,2,2
910,2,2,21,2,39,150,3,3,3,2,4,4,2,3,2,3
911,2,1,14,1,37,69,4,1,2,2,3,2,2,2,4,4
912,8,2,24,2,37,18,4,4,4,4,1,3,2,2,2,1
913,7,2,21,1,24,16,2,4,1,2,3,2,2,3,2,3
914,2,3,35,1,35,141,1,2,3,4,2,4,4,2,3,2
915,4,2,21,2,39,82,2,2,2,4,2,3,3,4,2,3
916,6,2,24,1,29,165,3,4,3,3,3,3,2,2,2,2
917,4,3,34,2,28,114,2,4,1,2,4,2,2,2,3,2
918,1,5,55,1,37,91,2,1,3,3,1,2,3,3,3,2
919,6,3,32,2,33,85,2,2,2,5,4,3,3,2,2,3
920,7,1,12,2,37,11,3,2,3,3,3,4,4,1,4,1
921,7,5,52,2,25,60,3,2,3,3,4,3,2,3,2,4
922,7,4,41,2,33,45,3,3,3,3,2,1,3,3,2,4
923,5,1,14,1,40,75,2,4,3,3,3,3,2,4,1,2
924,6,5,51,1,36,164,4,2,2,4,3,2,3,2,4,3
925,1,4,45,2,33,28,3,2,4,2,3,4,3,4,4,4
926,2,5,54,1,28,20,4,3,2,3,4,4,4,4,2,4
927,4,2,22,1,36,187,3,2,2,2,4,2,2,1,2,4
928,7,1,13,2,40,2,2,3,2,1,2,2,3,3,4,2
929,4,2,24,2,32,116,4,3,4,3,1,2,3,2,3,1
930,6,2,24,2,26,40,4,2,4,2,3,3,3,2,1,2
931,4,1,11,1,26,45,2,4,2,2,3,4,2,3,3,3
932,2,1,14,1,29,13,2,3,4,2,2,1,2,1,2,3
933,4,1,13,1,21,194,3,2,4,3,2,3,2,2,2,2
934,1,5,55,2,41,194,3,2,3,4,4,3,3,3,2,3
935,1,4,44,1,43,204,4,4,2,3,2,3,2,3,3,3
936,3,4,44,2,39,23,3,1,3,4,3,4,3,4,3,3
937,2,2,24,1,28,23,3,3,2,4,2,3,2,1,3,4
938,5,5,52,1,27,45,3,3,1,2,3,3,4,2,2,3
939,7,4,44,2,28,37,3,3,2,2,4,2,4,3,2,2
940,4,3,33,2,21,149,3,1,2,1,3,3,3,3,4,2
941,1,3,32,2,33,56,3,2,2,1,2,3,3,3,3,2
942,1,4,44,2,35,53,1,3,3,2,2,2,2,2,2,3
943,2,1,14,1,22,22,4,2,4,3,3,3,4,3,3,4
944,7,2,21,1,36,27,4,2,3,2,3,2,1,4,3,2
945,6,3,31,2,29,77,4,2,2,2,3,3,3,3,4,3
946,8,5,54,1,33,244,3,2,3,2,4,2,3,3,2,3
947,1,5,51,2,43,33,2,3,2,3,3,3,2,2,4,3
948,3,3,34,1,35,114,2,2,1,2,3,3,4,4,1,3
949,2,1,13,1,30,2,4,3,4,3,3,4,2,2,2,3
950,5,5,53,2,26,110,4,3,4,2,3,1,2,2,2,3
951,4,1,15,1,31,83,1,2,4,4,2,2,2,3,2,2
952,7,1,14,2,39,21,3,2,1,3,1,3,3,4,3,4
953,5,2,24,1,29,12,3,4,3,2,3,2,3,2,3,4
954,5,2,21,1,37,66,2,3,2,1,4,3,3,1,3,1
955,7,1,13,2,30,391,3,3,2,2,2,4,1,1,3,4
956,2,2,23,1,35,138,4,2,2,3,4,4,2,1,2,3
957,3,2,21,2,31,96,1,2,3,2,4,2,3,3,3,2
958,1,2,22,2,29,79,3,4,3,3,1,1,3,2,4,3
959,8,5,53,1,39,12,4,3,3,1,3,3,2,2,3,3
960,1,3,32,1,43,39,2,2,4,4,2,3,1,4,2,2
961,3,1,11,1,28,43,2,3,2,3,2,2,3,3,2,4
962,1,5,54,2,27,63,3,4,2,3,3,2,3,3,3,4
963,5,5,52,1,23,26,2,3,1,4,4,3,3,2,4,3
964,4,1,13,2,26,104,2,3,1,4,4,2,2,2,2,2
965,6,5,52,2,28,128,4,2,3,2,2,3,3,4,1,3
966,2,2,24,2,26,15,3,2,3,1,3,3,4,1,2,2
967,5,5,52,1,29,107,2,2,3,1,4,4,1,2,4,2
968,2,4,43,2,28,20,2,3,2,3,2,2,2,4,3,4
969,3,5,52,2,37,187,3,3,4,1,2,3,4,3,1,3
970,5,1,14,2,30,28,1,1,2,2,1,3,2,1,3,4
971,5,3,31,1,34,25,3,3,3,2,2,3,3,3,3,4
972,6,3,35,1,22,117,3,3,2,3,4,2,3,1,4,3
973,7,5,54,2,33,90,2,2,3,2,2,3,3,2,3,2
974,7,5,52,1,26,88,4,2,2,2,2,3,4,3,4,4
975,2,5,55,2,29,26,4,3,1,2,3,3,1,3,3,4
976,4,1,13,1,29,63,3,1,2,3,2,3,2,2,4,1
977,7,2,25,2,29,17,2,2,3,4,4,3,3,3,1,3
978,5,3,33,2,25,202,3,3,3,3,2,3,3,4,3,4
979,4,2,24,2,30,22,2,2,4,2,2,2,3,3,1,2
980,7,2,22,2,34,247,4,2,3,3,2,2,2,2,3,3
981,6,3,34,1,33,41,4,1,4,1,2,2,2,3,3,3
982,2,3,32,2,31,386,3,3,2,4,4,3,2,2,2,3
983,1,3,35,2,43,62,2,3,2,2,3,1,4,3,2,2
984,1,4,42,2,27,211,2,2,2,2,1,2,3,4,4,2
985,3,4,44,1,30,227,4,2,2,3,2,2,3,2,1,2
986,6,1,14,1,43,30,2,2,3,4,2,1,3,2,2,2
987,4,1,14,2,22,127,2,4,2,2,2,4,3,3,2,3
988,3,4,45,1,31,58,3,4,2,3,3,4,1,3,4,3
989,6,5,52,1,30,396,4,2,4,3,2,3,3,3,1,2
990,5,5,51,1,31,34,4,3,2,3,3,3,2,1,2,4
991,7,2,22,1,38,9,3,1,2,2,4,3,1,3,3,1
992,1,5,52,1,25,92,2,2,2,3,3,2,1,2,3,3
993,6,5,52,1,28,124,3,2,3,2,3,2,2,3,3,2
994,3,3,31,1,27,40,3,2,4,2,4,4,3,2,2,2
995,3,3,31,2,35,30,3,2,1,2,3,2,1,4,3,1
996,6,4,42,2,31,57,3,2,1,1,2,2,4,1,4,3
997,8,1,15,1,42,86,3,2,2,3,2,3,4,4,1,2
998,4,1,12,2,35,101,1,3,2,3,3,3,2,2,2,4
999,2,3,32,2,35,98,,2,2,3,2,3,3,4,2,2
1000,7,5,55,2,36,27,2,2,4,2,2,1,4,3,3,3
